ID,教科書,教科書コード,学年,ファイル単元,大単元,大単元タイトル,単元名,教科書ページ,ページ開始,ページ終了,PDF順,PDFページ,表内順,英語,日本語,重要語,重要語フラグ,注記,英日_問題,英日_答え,日英_問題,日英_答え,元PDF,読みの目安,読み確認メモ,v6正本英語,検索用基本形,変化形・別表記,v6正本日本語,語句構造,複数語フラグ,v7確認状態
3139,サンシャイン,SS,2,P5,Work,Experience PROGRAM5,PROGRAM5 5-3,P71～P74,71,74,7,1,29,send-sent,送る[原形-過去形],☆,1,,send-sent,送る[原形-過去形],送る[原形-過去形],send-sent,07.26SS2_KeyWords_P5_英日_問題.pdf,センド・セント,,send-sent,send-sent,,送る[原形-過去形],単語,0,原本保持
3140,サンシャイン,SS,2,P5,Work,Experience PROGRAM5,PROGRAM5 5-3,P71～P74,71,74,7,1,30,importance,"大切さ, 重要性",,0,,importance,"大切さ, 重要性","大切さ, 重要性",importance,07.26SS2_KeyWords_P5_英日_問題.pdf,イムポータンス,,importance,importance,,"大切さ, 重要性",単語,0,原本保持
3141,サンシャイン,SS,2,P5,Work,Experience PROGRAM5,PROGRAM5 5-3,P71～P74,71,74,7,1,31,beside,~のそばに[で],☆,1,,beside,~のそばに[で],~のそばに[で],beside,07.26SS2_KeyWords_P5_英日_問題.pdf,ビサイド,,beside,beside,,~のそばに[で],単語,0,原本保持
3142,サンシャイン,SS,2,P5,Work,Experience PROGRAM5,PROGRAM5 5-3,P71～P74,71,74,7,1,32,apron,エプロン,,0,,apron,エプロン,エプロン,apron,07.26SS2_KeyWords_P5_英日_問題.pdf,エイプラン,,apron,apron,,エプロン,単語,0,原本保持
3143,サンシャイン,SS,2,P5,Work,Experience PROGRAM5,PROGRAM5 5-3,P71～P74,71,74,7,1,33,make use of ~,"~を利用する, 活用する",☆,1,,make use of ~,"~を利用する, 活用する","~を利用する, 活用する",make use of ~,07.26SS2_KeyWords_P5_英日_問題.pdf,メイク ユーズ オブ ～,,make use of ~,make use of ~,,"~を利用する, 活用する",表現,1,原本保持
3144,サンシャイン,SS,2,P5,Work,Experience PROGRAM5,PROGRAM5 5-3,P71～P74,71,74,7,1,34,tidy,"(部屋などが)片づいた, (人が)きちんとした",,0,,tidy,"(部屋などが)片づいた, (人が)きちんとした","(部屋などが)片づいた, (人が)きちんとした",tidy,07.26SS2_KeyWords_P5_英日_問題.pdf,タイディ,,tidy,tidy,,"(部屋などが)片づいた, (人が)きちんとした",単語,0,原本保持
3145,サンシャイン,SS,2,P5,Work,Experience PROGRAM5,PROGRAM5 5-3,P71～P74,71,74,7,1,35,lend-lent,貸す[原形-過去形],,0,,lend-lent,貸す[原形-過去形],貸す[原形-過去形],lend-lent,07.26SS2_KeyWords_P5_英日_問題.pdf,レンド・レント,,lend-lent,lend-lent,,貸す[原形-過去形],単語,0,原本保持
3146,サンシャイン,SS,2,P5,Work,Experience PROGRAM5,PROGRAM5 5-3,P71～P74,71,74,7,1,36,camera,カメラ,,0,,camera,カメラ,カメラ,camera,07.26SS2_KeyWords_P5_英日_問題.pdf,カマーア,,camera,camera,,カメラ,単語,0,原本保持
3147,サンシャイン,SS,2,P5,Work,Experience PROGRAM5,PROGRAM5 5-3,P71～P74,71,74,7,1,37,fashionable,流行の,,0,,fashionable,流行の,流行の,fashionable,07.26SS2_KeyWords_P5_英日_問題.pdf,ファシャナッブル,,fashionable,fashionable,,流行の,単語,0,原本保持
3148,サンシャイン,SS,2,P5,Work,Experience PROGRAM5,PROGRAM5 5-3,P71～P74,71,74,7,1,38,flash,(カメラの)フラッシュ,,0,,flash,(カメラの)フラッシュ,(カメラの)フラッシュ,flash,07.26SS2_KeyWords_P5_英日_問題.pdf,フラシュ,,flash,flash,,(カメラの)フラッシュ,単語,0,原本保持
3149,サンシャイン,SS,2,P5,Work,Experience PROGRAM5,PROGRAM5 5-3,P71～P74,71,74,7,1,39,future,"将来の, 未来の",,0,,future,"将来の, 未来の","将来の, 未来の",future,07.26SS2_KeyWords_P5_英日_問題.pdf,フュチャー,,future,future,,"将来の, 未来の",単語,0,原本保持
3150,サンシャイン,SS,2,P5,Work,Experience PROGRAM5,PROGRAM5 5-3,P71～P74,71,74,7,1,40,postcard,郵便はがき,,0,,postcard,郵便はがき,郵便はがき,postcard,07.26SS2_KeyWords_P5_英日_問題.pdf,ポストカード,,postcard,postcard,,郵便はがき,単語,0,原本保持
3151,サンシャイン,SS,2,P5,Work,Experience PROGRAM5,PROGRAM5 5-3,P71～P74,71,74,7,1,41,slowly,ゆっくり,,0,,slowly,ゆっくり,ゆっくり,slowly,07.26SS2_KeyWords_P5_英日_問題.pdf,スロリ,,slowly,slowly,,ゆっくり,単語,0,原本保持
3152,サンシャイン,SS,2,P5,Work,Experience PROGRAM5,PROGRAM5 5-3,P71～P74,71,74,7,1,42,piece,"1つ, 1片",,0,,piece,"1つ, 1片","1つ, 1片",piece,07.26SS2_KeyWords_P5_英日_問題.pdf,ピス,,piece,piece,,"1つ, 1片",単語,0,原本保持
3153,サンシャイン,SS,2,P5,Work,Experience PROGRAM5,PROGRAM5 5-3,P71～P74,71,74,7,1,43,Give it a try.,ためしてみてください。,,0,,Give it a try.,ためしてみてください。,ためしてみてください。,Give it a try.,07.26SS2_KeyWords_P5_英日_問題.pdf,ギブ イット ア トライ,,Give it a try.,Give it a try.,,ためしてみてください。,複数語,1,原本保持
3154,サンシャイン,SS,2,P5,Work,Experience PROGRAM5,PROGRAM5 5-3,P71～P74,71,74,7,1,44,honey,はちみつ,,0,,honey,はちみつ,はちみつ,honey,07.26SS2_KeyWords_P5_英日_問題.pdf,ハニ,,honey,honey,,はちみつ,単語,0,原本保持
3155,サンシャイン,SS,2,P5,Work,Experience PROGRAM5,PROGRAM5 5-3,P71～P74,71,74,7,1,45,after a while,しばらくすると,,0,,after a while,しばらくすると,しばらくすると,after a while,07.26SS2_KeyWords_P5_英日_問題.pdf,アフター ア ワイル,,after a while,after a while,,しばらくすると,複数語,1,原本保持
3156,サンシャイン,SS,2,P5,Work,Experience PROGRAM5,PROGRAM5 5-3,P71～P74,71,74,7,1,46,heat,"熱, 暑さ",,0,,heat,"熱, 暑さ","熱, 暑さ",heat,07.26SS2_KeyWords_P5_英日_問題.pdf,ヒト,,heat,heat,,"熱, 暑さ",単語,0,原本保持
3157,サンシャイン,SS,2,P5,Work,Experience PROGRAM5,PROGRAM5 5-3,P71～P74,71,74,7,1,47,take A for a walk,Aを散歩に連れて行く,,0,,take A for a walk,Aを散歩に連れて行く,Aを散歩に連れて行く,take A for a walk,07.26SS2_KeyWords_P5_英日_問題.pdf,テイク エイ フォー ア ウォーク,,take A for a walk,take A for a walk,,Aを散歩に連れて行く,複数語,1,原本保持
3158,サンシャイン,SS,2,P5,Work,Experience PROGRAM5,PROGRAM5 5-3,P71～P74,71,74,7,1,48,balance,"バランス, つり合い",,0,,balance,"バランス, つり合い","バランス, つり合い",balance,07.26SS2_KeyWords_P5_英日_問題.pdf,バランス,,balance,balance,,"バランス, つり合い",単語,0,原本保持
3159,サンシャイン,SS,2,P5,Work,Experience PROGRAM5,PROGRAM5 5-3,P71～P74,71,74,7,1,49,fall asleep,"眠りに落ちる, 寝入る",,0,,fall asleep,"眠りに落ちる, 寝入る","眠りに落ちる, 寝入る",fall asleep,07.26SS2_KeyWords_P5_英日_問題.pdf,フォール アスリプ,,fall asleep,fall asleep,,"眠りに落ちる, 寝入る",複数語,1,原本保持
3160,サンシャイン,SS,2,P5,Work,Experience PROGRAM5,PROGRAM5 教科書本文,P69～P71,69,71,7,1,50,goods,商品,,0,,goods,商品,商品,goods,07.26SS2_KeyWords_P5_英日_問題.pdf,グッドズ,,goods,goods,,商品,単語,0,原本保持
3161,サンシャイン,SS,2,P5,Work,Experience PROGRAM5,PROGRAM5 教科書本文,P69～P71,69,71,7,1,51,nursery school,保育園,,0,,nursery school,保育園,保育園,nursery school,07.26SS2_KeyWords_P5_英日_問題.pdf,ナーサーイー スクール,,nursery school,nursery school,,保育園,複数語,1,原本保持
3162,サンシャイン,SS,2,P5,Work,Experience PROGRAM5,PROGRAM5 教科書本文,P69～P71,69,71,7,1,52,Good for you.,よかったですね。,,0,,Good for you.,よかったですね。,よかったですね。,Good for you.,07.26SS2_KeyWords_P5_英日_問題.pdf,グッド フォー ユー,,Good for you.,Good for you.,,よかったですね。,複数語,1,原本保持
3163,サンシャイン,SS,2,P5,Work,Experience PROGRAM5,PROGRAM5 教科書本文,P69～P71,69,71,7,1,53,thank-you,お礼の,,0,,thank-you,お礼の,お礼の,thank-you,07.26SS2_KeyWords_P5_英日_問題.pdf,サンク・ユー,,thank-you,thank-you,,お礼の,単語,0,原本保持
3164,サンシャイン,SS,2,P5,Work,Experience PROGRAM5,PROGRAM5 教科書本文,P69～P71,69,71,7,1,54,waiting room,待合室,,0,,waiting room,待合室,待合室,waiting room,07.26SS2_KeyWords_P5_英日_問題.pdf,ウェイティング ルーム,,waiting room,waiting room,,待合室,複数語,1,原本保持
3165,サンシャイン,SS,2,P5,Work,Experience PROGRAM5,PROGRAM5 教科書本文,P69～P71,69,71,7,1,55,Alice,アリス(女子の名),,0,,Alice,アリス(女子の名),アリス(女子の名),Alice,07.26SS2_KeyWords_P5_英日_問題.pdf,アリス,,Alice,Alice,,アリス(女子の名),単語,0,原本保持
3166,サンシャイン,SS,2,P5,PROGRAM5 Work,Experience,PROGRAM5 5-1～3,P65～P74,65,74,7,2,56,treat,扱う,☆,1,,treat,扱う,扱う,treat,07.26SS2_KeyWords_P5_英日_問題.pdf,トリト,,treat,treat,,扱う,単語,0,原本保持
3167,サンシャイン,SS,2,P5,PROGRAM5 Work,Experience,PROGRAM5 5-1～3,P65～P74,65,74,7,2,57,importance,"大切さ, 重要性",☆,1,,importance,"大切さ, 重要性","大切さ, 重要性",importance,07.26SS2_KeyWords_P5_英日_問題.pdf,イムポータンス,,importance,importance,,"大切さ, 重要性",単語,0,原本保持
3168,サンシャイン,SS,2,P5,PROGRAM5 Work,Experience,PROGRAM5 5-1～3,P65～P74,65,74,7,2,58,shelf-shelves,たな[単数形-複数形],☆,1,,shelf-shelves,たな[単数形-複数形],たな[単数形-複数形],shelf-shelves,07.26SS2_KeyWords_P5_英日_問題.pdf,シェルフ・シェルヴズ,,shelf-shelves,shelf-shelves,,たな[単数形-複数形],単語,0,原本保持
3169,サンシャイン,SS,2,P5,PROGRAM5 Work,Experience,PROGRAM5 5-1～3,P65～P74,65,74,7,2,59,Give it a try.,ためしてみてください。,☆,1,,Give it a try.,ためしてみてください。,ためしてみてください。,Give it a try.,07.26SS2_KeyWords_P5_英日_問題.pdf,ギブ イット ア トライ,,Give it a try.,Give it a try.,,ためしてみてください。,複数語,1,原本保持
3170,サンシャイン,SS,2,P5,PROGRAM5 Work,Experience,PROGRAM5 5-1～3,P65～P74,65,74,7,2,60,lonely,"さびしい, 孤独な",☆,1,,lonely,"さびしい, 孤独な","さびしい, 孤独な",lonely,07.26SS2_KeyWords_P5_英日_問題.pdf,ロンリ,,lonely,lonely,,"さびしい, 孤独な",単語,0,原本保持
3171,サンシャイン,SS,2,P5,PROGRAM5 Work,Experience,PROGRAM5 5-1～3,P65～P74,65,74,7,2,61,take A for a walk,Aを散歩に連れて行く,☆,1,,take A for a walk,Aを散歩に連れて行く,Aを散歩に連れて行く,take A for a walk,07.26SS2_KeyWords_P5_英日_問題.pdf,テイク エイ フォー ア ウォーク,,take A for a walk,take A for a walk,,Aを散歩に連れて行く,複数語,1,原本保持
3172,サンシャイン,SS,2,P5,PROGRAM5 Work,Experience,PROGRAM5 5-1～3,P65～P74,65,74,7,2,62,everything,"すべてのもの, なんでも",☆,1,,everything,"すべてのもの, なんでも","すべてのもの, なんでも",everything,07.26SS2_KeyWords_P5_英日_問題.pdf,エヴリシング,,everything,everything,,"すべてのもの, なんでも",単語,0,原本保持
3173,サンシャイン,SS,2,P6,High-Tech,Nature PROGRAM6,PROGRAM6 6-1,P75～P79,75,79,8,1,1,better,"[good, well, very muchの比較級]より(よく)",☆,1,,better,"[good, well, very muchの比較級]より(よく)","[good, well, very muchの比較級]より(よく)",better,08.26SS2_KeyWords_P6_英日_問題.pdf,ベター,,better,better,,"[good, well, very muchの比較級]より(よく)",単語,0,原本保持
3174,サンシャイン,SS,2,P6,High-Tech,Nature PROGRAM6,PROGRAM6 6-1,P75～P79,75,79,8,1,2,Germany,ドイツ,,0,,Germany,ドイツ,ドイツ,Germany,08.26SS2_KeyWords_P6_英日_問題.pdf,ジャーマニー,,Germany,Germany,,ドイツ,単語,0,原本保持
3175,サンシャイン,SS,2,P6,High-Tech,Nature PROGRAM6,PROGRAM6 6-1,P75～P79,75,79,8,1,3,than ~,~よりも,☆,1,,than ~,~よりも,~よりも,than ~,08.26SS2_KeyWords_P6_英日_問題.pdf,ザン ～,,than ~,than ~,,~よりも,表現,1,原本保持
3176,サンシャイン,SS,2,P6,High-Tech,Nature PROGRAM6,PROGRAM6 6-1,P75～P79,75,79,8,1,4,wet,ぬれた,,0,,wet,ぬれた,ぬれた,wet,08.26SS2_KeyWords_P6_英日_問題.pdf,ウェット,,wet,wet,,ぬれた,単語,0,原本保持
3177,サンシャイン,SS,2,P6,High-Tech,Nature PROGRAM6,PROGRAM6 6-1,P75～P79,75,79,8,1,5,leaf-leaves,葉[単数形-複数形],☆,1,,leaf-leaves,葉[単数形-複数形],葉[単数形-複数形],leaf-leaves,08.26SS2_KeyWords_P6_英日_問題.pdf,リフ・リヴズ,,leaf-leaves,leaf-leaves,,葉[単数形-複数形],単語,0,原本保持
3178,サンシャイン,SS,2,P6,High-Tech,Nature PROGRAM6,PROGRAM6 6-1,P75～P79,75,79,8,1,6,high-tech,"ハイテクの, 高度先端技術の",,0,,high-tech,"ハイテクの, 高度先端技術の","ハイテクの, 高度先端技術の",high-tech,08.26SS2_KeyWords_P6_英日_問題.pdf,ハイ・テック,,high-tech,high-tech,,"ハイテクの, 高度先端技術の",単語,0,原本保持
3179,サンシャイン,SS,2,P6,High-Tech,Nature PROGRAM6,PROGRAM6 6-1,P75～P79,75,79,8,1,7,another,"別の, もう1つ[1人]の",☆,1,,another,"別の, もう1つ[1人]の","別の, もう1つ[1人]の",another,08.26SS2_KeyWords_P6_英日_問題.pdf,アナザー,,another,another,,"別の, もう1つ[1人]の",単語,0,原本保持
3180,サンシャイン,SS,2,P6,High-Tech,Nature PROGRAM6,PROGRAM6 6-1,P75～P79,75,79,8,1,8,stick to ~,~にくっつく,,0,,stick to ~,~にくっつく,~にくっつく,stick to ~,08.26SS2_KeyWords_P6_英日_問題.pdf,スティック トゥ ～,,stick to ~,stick to ~,,~にくっつく,表現,1,原本保持
3181,サンシャイン,SS,2,P6,High-Tech,Nature PROGRAM6,PROGRAM6 6-2,P80,80,80,8,1,9,best,"[good, well, very muchの最上級]最も(よく)",☆,1,,best,"[good, well, very muchの最上級]最も(よく)","[good, well, very muchの最上級]最も(よく)",best,08.26SS2_KeyWords_P6_英日_問題.pdf,ベスト,,best,best,,"[good, well, very muchの最上級]最も(よく)",単語,0,原本保持
3182,サンシャイン,SS,2,P6,High-Tech,Nature PROGRAM6,PROGRAM6 6-2,P80,80,80,8,1,10,sail,航海する,,0,,sail,航海する,航海する,sail,08.26SS2_KeyWords_P6_英日_問題.pdf,セイール,,sail,sail,,航海する,単語,0,原本保持
3183,サンシャイン,SS,2,P6,High-Tech,Nature PROGRAM6,PROGRAM6 6-2,P80,80,80,8,1,11,develop,"発展させる, 開発する",☆,1,,develop,"発展させる, 開発する","発展させる, 開発する",develop,08.26SS2_KeyWords_P6_英日_問題.pdf,ディヴェラップ,,develop,develop,,"発展させる, 開発する",単語,0,原本保持
3184,サンシャイン,SS,2,P6,High-Tech,Nature PROGRAM6,PROGRAM6 6-2,P80,80,80,8,1,12,pet,ペット,,0,,pet,ペット,ペット,pet,08.26SS2_KeyWords_P6_英日_問題.pdf,ペット,,pet,pet,,ペット,単語,0,原本保持
3185,サンシャイン,SS,2,P6,High-Tech,Nature PROGRAM6,PROGRAM6 6-2,P80,80,80,8,1,13,useful,役に立つ,☆,1,,useful,役に立つ,役に立つ,useful,08.26SS2_KeyWords_P6_英日_問題.pdf,ユスファル,,useful,useful,,役に立つ,単語,0,原本保持
3186,サンシャイン,SS,2,P6,High-Tech,Nature PROGRAM6,PROGRAM6 6-2,P80,80,80,8,1,14,invention,発明,,0,,invention,発明,発明,invention,08.26SS2_KeyWords_P6_英日_問題.pdf,インヴェンシャン,,invention,invention,,発明,単語,0,原本保持
3187,サンシャイン,SS,2,P6,High-Tech,Nature PROGRAM6,PROGRAM6 6-2,P80,80,80,8,1,15,without,~なしで,☆,1,,without,~なしで,~なしで,without,08.26SS2_KeyWords_P6_英日_問題.pdf,ウィザウト,,without,without,,~なしで,単語,0,原本保持
3188,サンシャイン,SS,2,P6,High-Tech,Nature PROGRAM6,PROGRAM6 6-2,P80,80,80,8,1,16,inspiration,"インスピレーション, ひらめき",,0,,inspiration,"インスピレーション, ひらめき","インスピレーション, ひらめき",inspiration,08.26SS2_KeyWords_P6_英日_問題.pdf,インスパーエイシャン,,inspiration,inspiration,,"インスピレーション, ひらめき",単語,0,原本保持
3189,サンシャイン,SS,2,P6,High-Tech,Nature PROGRAM6,PROGRAM6 6-2,P80,80,80,8,1,17,one day,ある日,☆,1,,one day,ある日,ある日,one day,08.26SS2_KeyWords_P6_英日_問題.pdf,ワン デイ,,one day,one day,,ある日,複数語,1,原本保持
3190,サンシャイン,SS,2,P6,High-Tech,Nature PROGRAM6,PROGRAM6 6-2,P80,80,80,8,1,18,London,ロンドン,,0,,London,ロンドン,ロンドン,London,08.26SS2_KeyWords_P6_英日_問題.pdf,ロンドン,,London,London,,ロンドン,単語,0,原本保持
3191,サンシャイン,SS,2,P6,High-Tech,Nature PROGRAM6,PROGRAM6 6-2,P80,80,80,8,1,19,survive,生き延びる,,0,,survive,生き延びる,生き延びる,survive,08.26SS2_KeyWords_P6_英日_問題.pdf,サーヴァイヴ,,survive,survive,,生き延びる,単語,0,原本保持
3192,サンシャイン,SS,2,P6,High-Tech,Nature PROGRAM6,PROGRAM6 6-2,P80,80,80,8,1,20,icy,氷の(張った),,0,,icy,氷の(張った),氷の(張った),icy,08.26SS2_KeyWords_P6_英日_問題.pdf,アイシ,,icy,icy,,氷の(張った),単語,0,原本保持
3193,サンシャイン,SS,2,P6,High-Tech,Nature PROGRAM6,PROGRAM6 6-2,P80,80,80,8,1,21,slip,"すべる, すべってころぶ",,0,,slip,"すべる, すべってころぶ","すべる, すべってころぶ",slip,08.26SS2_KeyWords_P6_英日_問題.pdf,スリップ,,slip,slip,,"すべる, すべってころぶ",単語,0,原本保持
3194,サンシャイン,SS,2,P6,High-Tech,Nature PROGRAM6,PROGRAM6 6-2,P80,80,80,8,1,22,fall into ~,~に落ちる,,0,,fall into ~,~に落ちる,~に落ちる,fall into ~,08.26SS2_KeyWords_P6_英日_問題.pdf,フォール イントゥ ～,,fall into ~,fall into ~,,~に落ちる,表現,1,原本保持
3195,サンシャイン,SS,2,P6,High-Tech,Nature PROGRAM6,PROGRAM6 6-3,P81～P84,81,84,8,1,23,save,節約する,☆,1,,save,節約する,節約する,save,08.26SS2_KeyWords_P6_英日_問題.pdf,セイヴ,,save,save,,節約する,単語,0,原本保持
3196,サンシャイン,SS,2,P6,High-Tech,Nature PROGRAM6,PROGRAM6 6-3,P81～P84,81,84,8,1,24,potential,"可能性, 潜在能力",,0,,potential,"可能性, 潜在能力","可能性, 潜在能力",potential,08.26SS2_KeyWords_P6_英日_問題.pdf,パテンシャル,,potential,potential,,"可能性, 潜在能力",単語,0,原本保持
3197,サンシャイン,SS,2,P6,High-Tech,Nature PROGRAM6,PROGRAM6 6-3,P81～P84,81,84,8,1,25,continue,"続ける, 続く",☆,1,,continue,"続ける, 続く","続ける, 続く",continue,08.26SS2_KeyWords_P6_英日_問題.pdf,カンティンユ,,continue,continue,,"続ける, 続く",単語,0,原本保持
3198,サンシャイン,SS,2,P6,High-Tech,Nature PROGRAM6,PROGRAM6 6-3,P81～P84,81,84,8,1,26,plant,植物,,0,,plant,植物,植物,plant,08.26SS2_KeyWords_P6_英日_問題.pdf,プラント,,plant,plant,,植物,単語,0,原本保持
3199,サンシャイン,SS,2,P6,High-Tech,Nature PROGRAM6,PROGRAM6 6-3,P81～P84,81,84,8,1,27,energy,エネルギー,☆,1,,energy,エネルギー,エネルギー,energy,08.26SS2_KeyWords_P6_英日_問題.pdf,エナージ,,energy,energy,,エネルギー,単語,0,原本保持
3200,サンシャイン,SS,2,P6,High-Tech,Nature PROGRAM6,PROGRAM6 6-3,P81～P84,81,84,8,1,28,creature,生物,,0,,creature,生物,生物,creature,08.26SS2_KeyWords_P6_英日_問題.pdf,クリチャー,,creature,creature,,生物,単語,0,原本保持
3201,サンシャイン,SS,2,P6,High-Tech,Nature PROGRAM6,PROGRAM6 6-3,P81～P84,81,84,8,1,29,less,"little(少し, 少ない)の比較級",☆,1,,less,"little(少し, 少ない)の比較級","little(少し, 少ない)の比較級",less,08.26SS2_KeyWords_P6_英日_問題.pdf,レス,,less,less,,"little(少し, 少ない)の比較級",単語,0,原本保持
3202,サンシャイン,SS,2,P6,High-Tech,Nature PROGRAM6,PROGRAM6 6-3,P81～P84,81,84,8,1,30,coin,硬貨,,0,,coin,硬貨,硬貨,coin,08.26SS2_KeyWords_P6_英日_問題.pdf,コイン,,coin,coin,,硬貨,単語,0,原本保持
3203,サンシャイン,SS,2,P6,High-Tech,Nature PROGRAM6,PROGRAM6 6-3,P81～P84,81,84,8,1,31,turn off~,"(テレビなどを)消す, 止める",☆,1,,turn off~,"(テレビなどを)消す, 止める","(テレビなどを)消す, 止める",turn off~,08.26SS2_KeyWords_P6_英日_問題.pdf,ターン オフ ～,,turn off~,turn off~,,"(テレビなどを)消す, 止める",表現,1,原本保持
3204,サンシャイン,SS,2,P6,High-Tech,Nature PROGRAM6,PROGRAM6 6-3,P81～P84,81,84,8,1,32,bee,"ハチ, ミツバチ",,0,,bee,"ハチ, ミツバチ","ハチ, ミツバチ",bee,08.26SS2_KeyWords_P6_英日_問題.pdf,ビ,,bee,bee,,"ハチ, ミツバチ",単語,0,原本保持
3205,サンシャイン,SS,2,P6,High-Tech,Nature PROGRAM6,PROGRAM6 6-3,P81～P84,81,84,8,1,33,be able to ~,~することができる,☆,1,,be able to ~,~することができる,~することができる,be able to ~,08.26SS2_KeyWords_P6_英日_問題.pdf,ビー エイブル トゥ ～,,be able to ~,be able to ~,,~することができる,表現,1,原本保持
3206,サンシャイン,SS,2,P6,High-Tech,Nature PROGRAM6,PROGRAM6 6-3,P81～P84,81,84,8,1,34,agriculture,農業,,0,,agriculture,農業,農業,agriculture,08.26SS2_KeyWords_P6_英日_問題.pdf,アグリックアルチャー,,agriculture,agriculture,,農業,単語,0,原本保持
3207,サンシャイン,SS,2,P6,High-Tech,Nature PROGRAM6,PROGRAM6 6-3,P81～P84,81,84,8,1,35,light,"明かり, 光",,0,,light,"明かり, 光","明かり, 光",light,08.26SS2_KeyWords_P6_英日_問題.pdf,ライト,,light,light,,"明かり, 光",単語,0,原本保持
3208,サンシャイン,SS,2,P6,High-Tech,Nature PROGRAM6,PROGRAM6 6-3,P81～P84,81,84,8,1,36,centimeter,センチメートル,,0,,centimeter,センチメートル,センチメートル,centimeter,08.26SS2_KeyWords_P6_英日_問題.pdf,センタミター,,centimeter,centimeter,,センチメートル,単語,0,原本保持
3209,サンシャイン,SS,2,P6,High-Tech,Nature PROGRAM6,PROGRAM6 6-3,P81～P84,81,84,8,1,37,electricity,電気,,0,,electricity,電気,電気,electricity,08.26SS2_KeyWords_P6_英日_問題.pdf,イレックトリサティ,,electricity,electricity,,電気,単語,0,原本保持
3210,サンシャイン,SS,2,P6,High-Tech,Nature PROGRAM6,PROGRAM6 6-3,P81～P84,81,84,8,1,38,eco-friendly,環境にやさしい,,0,,eco-friendly,環境にやさしい,環境にやさしい,eco-friendly,08.26SS2_KeyWords_P6_英日_問題.pdf,イーコ・フレンドリ,,eco-friendly,eco-friendly,,環境にやさしい,単語,0,原本保持
3211,サンシャイン,SS,2,P6,High-Tech,Nature PROGRAM6,PROGRAM6 6-3,P81～P84,81,84,8,1,39,effort,努力,,0,,effort,努力,努力,effort,08.26SS2_KeyWords_P6_英日_問題.pdf,エファート,,effort,effort,,努力,単語,0,原本保持
3212,サンシャイン,SS,2,P6,High-Tech,Nature PROGRAM6,PROGRAM6 6-3,P81～P84,81,84,8,1,40,narrow,狭い,,0,,narrow,狭い,狭い,narrow,08.26SS2_KeyWords_P6_英日_問題.pdf,ネロ,,narrow,narrow,,狭い,単語,0,原本保持
3213,サンシャイン,SS,2,P6,High-Tech,Nature PROGRAM6,PROGRAM6 6-3,P81～P84,81,84,8,1,41,space,"空間, 場所",,0,,space,"空間, 場所","空間, 場所",space,08.26SS2_KeyWords_P6_英日_問題.pdf,スペイス,,space,space,,"空間, 場所",単語,0,原本保持
3214,サンシャイン,SS,2,P6,High-Tech,Nature PROGRAM6,PROGRAM6 6-3,P81～P84,81,84,8,1,42,living,生きている,,0,,living,生きている,生きている,living,08.26SS2_KeyWords_P6_英日_問題.pdf,リヴィング,,living,living,,生きている,単語,0,原本保持
3215,サンシャイン,SS,2,P6,High-Tech,Nature PROGRAM6,PROGRAM6 6-3,P81～P84,81,84,8,1,43,search,"捜索, 探索",,0,,search,"捜索, 探索","捜索, 探索",search,08.26SS2_KeyWords_P6_英日_問題.pdf,サーチ,,search,search,,"捜索, 探索",単語,0,原本保持
3216,サンシャイン,SS,2,P6,High-Tech,Nature PROGRAM6,PROGRAM6 6-3,P81～P84,81,84,8,1,44,stylish,"流行の, しゃれた",,0,,stylish,"流行の, しゃれた","流行の, しゃれた",stylish,08.26SS2_KeyWords_P6_英日_問題.pdf,スタイリシュ,,stylish,stylish,,"流行の, しゃれた",単語,0,原本保持
3217,サンシャイン,SS,2,P6,PROGRAM6 High-Tech,Nature,PROGRAM6 教科書本文,P79～P81,79,81,8,2,45,decide to,~すると決める,☆,1,,decide to,~すると決める,~すると決める,decide to,08.26SS2_KeyWords_P6_英日_問題.pdf,ディサイド トゥ,,decide to,decide to,,~すると決める,複数語,1,原本保持
3218,サンシャイン,SS,2,P6,PROGRAM6 High-Tech,Nature,PROGRAM6 教科書本文,P79～P81,79,81,8,2,46,boat shoe,デッキシューズ,,0,,boat shoe,デッキシューズ,デッキシューズ,boat shoe,08.26SS2_KeyWords_P6_英日_問題.pdf,ボト シュ,,boat shoe,boat shoe,,デッキシューズ,複数語,1,原本保持
3219,サンシャイン,SS,2,P6,PROGRAM6 High-Tech,Nature,PROGRAM6 教科書本文,P79～P81,79,81,8,2,47,lotus,ハス,,0,,lotus,ハス,ハス,lotus,08.26SS2_KeyWords_P6_英日_問題.pdf,ロタス,,lotus,lotus,,ハス,単語,0,原本保持
3220,サンシャイン,SS,2,P6,PROGRAM6 High-Tech,Nature,PROGRAM6 教科書本文,P79～P81,79,81,8,2,48,curtain,カーテン,,0,,curtain,カーテン,カーテン,curtain,08.26SS2_KeyWords_P6_英日_問題.pdf,カータン,,curtain,curtain,,カーテン,単語,0,原本保持
3221,サンシャイン,SS,2,P6,PROGRAM6 High-Tech,Nature,PROGRAM6 教科書本文,P79～P81,79,81,8,2,49,raindrop,雨つぶ,,0,,raindrop,雨つぶ,雨つぶ,raindrop,08.26SS2_KeyWords_P6_英日_問題.pdf,レインドラプ,,raindrop,raindrop,,雨つぶ,単語,0,原本保持
